"ngrams","Freq"
"lot",13528
"forward",13512
"nothing",13489
"years",13344
"dont",13335
"job",13325
"party",13315
"true",13294
"looks",13274
"sleep",13260
"following",13192
"welcome",13101
"let's",13049
"friend",13005
"everything",12927
"song",12923
"doesn't",12916
"saw",12909
"he's",12854
"through",12743
"guy",12738
"ass",12634
"mean",12615
"favorite",12551
"making",12505
"must",12478
"might",12402
"fuck",12278
"until",12272
"6",12233
"name",12228
"book",12216
"food",12214
"stay",12171
"person",12080
"read",12050
"family",12049
"b",12015
"damn",11971
"end",11962
"n",11944
"class",11929
"which",11892
"phone",11814
"anything",11777
"actually",11737
"r",11694
"hit",11664
"few",11640
"money",11640
"omg",11638
"7",11632
"place",11447
"mom",11433
"congrats",11429
"open",11413
"believe",11262
"since",11259
"movie",11240
"baby",11199
"www",11191
"guess",11163
"gotta",11146
"playing",10995
"season",10958
"video",10945
"crazy",10865
"t",10822
"i'd",10816
"run",10813
"both",10811
"change",10777
"30",10776
"hot",10772
"own",10699
"news",10690
"such",10673
"support",10602
"head",10587
"sounds",10554
"kids",10546
"funny",10481
"remember",10478
"talking",10433
"finally",10421
"summer",10394
"meet",10380
"left",10369
"followers",10357
"facebook",10272
"went",10224
"enjoy",10206
"high",10168
"stuff",10168
"part",10149
"says",10141
"without",10095
"else",10093
"thinking",10038
"enough",9997
"early",9956
"city",9948
"8",9941
"there's",9906
"hi",9871
"word",9866
"times",9798
"mind",9797
"email",9758
"far",9641
"hours",9626
"luck",9621
"ha",9551
"ask",9508
"tweets",9465
"care",9445
"heart",9415
"hell",9410
"needs",9360
"cause",9312
"myself",9252
"heard",9231
"fan",9171
"send",9148
"post",9101
"business",9095
"c",9039
"almost",9024
"girls",8957
"isn't",8954
"bring",8930
"idea",8857
"car",8832
"seen",8830
"wrong",8818
"saturday",8804
"we'll",8803
"hour",8769
"eat",8741
"face",8725
"feeling",8703
"sunday",8695
"haven't",8692
"least",8654
"fans",8650
"bed",8649
"kind",8645
"buy",8636
"m",8618
"won't",8615
"probably",8614
"used",8562
"late",8514
"sweet",8494
"full",8455
"cant",8453
"9",8438
"hair",8416
"okay",8416
"dude",8398
"2012",8363
"gets",8273
"room",8198
"yourself",8190
"meeting",8176
"taking",8154
"bitch",8126
"once",8122
"found",8112
"tv",8088
"social",8086
"lmao",8084
"super",8081
"event",8039
"story",7980
"seeing",7951
"monday",7947
"sad",7917
"together",7897
"black",7885
"11",7875
"top",7858
"sometimes",7855
"bro",7848
"whole",7822
"lunch",7815
"perfect",7788
"yesterday",7775
"listening",7753
"they're",7746
"break",7731
"reading",7692
"la",7689
"coffee",7634
"rock",7620
"called",7615
"point",7585
"forget",7563
"12",7559
"text",7556
"join",7535
"set",7528
"lost",7495
"told",7484
"dinner",7389
"games",7389
"saying",7356
"half",7331
"waiting",7304
"special",7303
"fucking",7273
"media",7260
"course",7250
"came",7249
"definitely",7240
"20",7201
"line",7188
"seriously",7121
"red",7103
"'s",7088
"leave",7059
"weather",7049
"boy",7032
"cute",7022
"words",7008
"state",6978
"bit",6975
"agree",6956
"starting",6940
"learn",6926
"minutes",6915
"problem",6913
"goes",6910
"moment",6822
"tired",6818
"thats",6815
"month",6800
"white",6796
"started",6721
"she's",6701
"move",6692
"less",6688
"question",6657
"interesting",6638
"drink",6599
"wants",6580
"pick",6571
"later",6563
"loved",6502
"missed",6493
"1st",6488
"beer",6488
"women",6486
"hahaha",6482
"you'll",6457
"during",6454
"list",6452
"wanted",6449
"totally",6448
"office",6439
"bout",6434
"each",6429
"wonder",6393
"comes",6383
"gone",6382
"online",6367
"sick",6362
"chance",6337
"happen",6329
"close",6312
"took",6294
"ago",6267
"re",6259
"weeks",6253
"page",6249
"yea",6249
"chicago",6248
"using",6245
"hello",6228
"wonderful",6222
"either",6211
"listen",6207
"walk",6195
"means",6170
"e",6168
"ah",6159
"info",6149
"future",6134
"fall",6125
"running",6101
"tickets",6083
"outside",6078
"lots",6067
"between",6049
"second",6037
"yo",6020
"15",6005
"different",5997
"dog",5955
"reason",5943
"seems",5903
"rain",5865
"rest",5858
"site",5844
"turn",5837
"past",5828
"others",5824
"ugh",5822
"students",5817
"visit",5804
"mine",5800
"art",5792
"writing",5769
"christmas",5761
"worth",5751
"dream",5729
"three",5725
"plan",5717
"side",5700
"dance",5679
"proud",5676
"stupid",5658
"mad",5650
"beat",5644
"st",5627
"number",5626
"men",5623
"100",5617
"share",5615
"spring",5614
"busy",5602
"'",5601
"austin",5596
"dm",5587
"boys",5582
"college",5562
"cold",5529
"service",5522
"till",5513
"drive",5507
"blog",5506
"wasn't",5506
"power",5477
"pay",5474
"ff",5468
"x",5461
"ill",5458
"town",5442
"easy",5395
"yay",5389
"trip",5381
"who's",5372
"park",5371
"shout",5371
"understand",5366
"bar",5350
"deal",5339
"tho",5334
"single",5297
"club",5275
"website",5275
"ppl",5270
"under",5269
"appreciate",5266
"able",5252
"giving",5240
"thx",5235
"water",5223
"vs",5219
"kid",5195
"young",5194
"lets",5193
"success",5191
"huge",5176
"against",5174
"cuz",5153
"ain't",5143
"app",5143
"weird",5117
"you've",5115
"matter",5113
"san",5113
"via",5108
"voice",5104
"green",5055
"50",5054
"instead",5052
"finished",5045
"band",5038
"dear",5030
"nyc",5026
"thursday",5013
"account",5007
"sound",5004
"fine",4994
"film",4986
"project",4961
"american",4956
"write",4948
"woman",4946
"eyes",4927
"lady",4922
"tweeting",4916
"knew",4905
"date",4898
"small",4887
"john",4858
"experience",4847
"won",4820
"dead",4816
"sign",4812
"store",4810
"wine",4810
"dad",4796
"shows",4795
"google",4790
"_",4777
"couple",4772
"catch",4768
"series",4767
"fire",4759
"order",4750
"fight",4743
"body",4736
"fast",4734
"hand",4730
"mention",4729
"safe",4723
"street",4722
"living",4713
"final",4709
"picture",4709
"books",4703
"forever",4702
"group",4702
"anymore",4693
"conference",4685
"lose",4670
"eating",4661
"radio",4651
"sun",4649
"history",4638
"smh",4637
"behind",4635
"couldn't",4631
"works",4627
"y'all",4616
"library",4614
"shot",4587
"smile",4587
"add",4582
"important",4579
"0",4577
"die",4568
"short",4568
"happened",4554
"wouldn't",4542
"become",4539
"local",4535
"starts",4520
"album",4508
"kinda",4508
"wear",4507
"self",4504
"bet",4499
"everybody",4497
"wit",4492
"stand",4478
"sucks",4473
"hopefully",4471
"cut",4469
"light",4462
"dc",4460
"public",4434
"learning",4433
"april",4425
"vote",4414
"gave",4411
"center",4406
"fact",4399
"worst",4385
"answer",4374
"aren't",4368
"ones",4362
"followed",4351
"tour",4350
"tried",4341
"feels",4337
"interested",4332
"fb",4322
"sent",4318
"brother",4313
"save",4303
"da",4287
"months",4273
"songs",4269
"loving",4268
"company",4242
"blue",4241
"link",4215
"moving",4215
"community",4195
"pic",4192
"dreams",4187
"message",4184
"country",4177
"nigga",4176
"tuesday",4175
"justin",4170
"met",4169
"hold",4168
"ball",4167
"knows",4164
"front",4156
"shoot",4140
"takes",4133
"football",4131
"heading",4115
"case",4109
"hurt",4107
"sitting",4104
"lucky",4100
"national",4080
"available",4079
"sex",4073
"beach",4072
"folks",4070
"shirt",4066
"concert",4063
"ice",4056
"alone",4055
"opening",4053
"asked",4045
"breakfast",4036
"thoughts",4031
"air",4030
"sharing",4028
"son",4027
"ideas",4025
"bored",4014
"played",4008
"afternoon",4007
"exactly",4002
"star",4002
"iphone",4000
"road",4000
"area",3996
"forgot",3983
"sports",3975
"2nd",3970
"ride",3968
"act",3967
"heat",3967
"wearing",3963
"questions",3951
"watched",3941
"pm",3930
"record",3925
"obama",3865
"speak",3860
"absolutely",3857
"hoping",3857
"enjoyed",3856
"pass",3850
"rather",3845
"session",3841
"gift",3838
"test",3836
"loves",3833
"strong",3832
"contact",3830
"cannot",3823
"wake",3819
"ladies",3808
"truth",3808
"paper",3802
"pizza",3798
"cover",3797
"needed",3791
"sexy",3774
"mr",3772
"trust",3766
"vegas",3754
"kill",3747
"miami",3736
"interview",3728
"hang",3726
"gym",3718
"sister",3712
"missing",3710
"especially",3694
"parents",3677
"k",3673
"000",3661
"along",3648
"snow",3648
"west",3646
"congratulations",3640
"bought",3636
"march",3631
"health",3622
"wife",3613
"f",3609
"wednesday",3606
"market",3601
"bus",3600
"2011",3595
"movies",3593
"internet",3584
"possible",3583
"mother",3575
"happens",3573
"enjoying",3570
"wtf",3559
"quite",3556
"we've",3555
"today's",3554
"often",3548
"whats",3545
"plans",3542
"lil",3540
"america",3539
"chocolate",3535
"design",3531
"laugh",3523
"realize",3520
"y",3520
"tip",3517
"program",3515
"holiday",3501
"hands",3489
"spend",3489
"g",3487
"sense",3487
"mothers",3486
"whatever",3486
"goal",3485
"door",3483
"gay",3482
"yep",3475
"june",3474
"25",3470
"finish",3470
"studio",3469
"round",3462
"inside",3458
"yours",3455
"evening",3448
"lead",3445
"suck",3435
"ny",3422
"serious",3411
"chris",3408
"fantastic",3408
"details",3406
"baseball",3393
"somebody",3393
"step",3388
"straight",3383
"winning",3382
"practice",3380
"million",3378
"sat",3378
"driving",3367
"south",3361
"marketing",3360
"chicken",3358
"minute",3353
"j",3352
"retweet",3351
"fat",3343
"training",3334
"boston",3330
"cry",3327
"episode",3323
"near",3321
"data",3320
"peace",3308
"children",3301
"awkward",3300
"shut",3298
"xd",3298
"card",3297
"etc",3291
"mt",3282
"walking",3281
"exciting",3275
"death",3270
"plus",3270
"article",3267
"everyday",3267
"web",3267
"space",3264
"photo",3262
"bill",3255
"co",3254
"idk",3245
"touch",3245
"student",3244
"sale",3236
"middle",3230
"track",3229
"drinking",3224
"jobs",3222
"cheese",3221
"building",3218
"player",3217
"seem",3210
"eye",3204
"jesus",3204
"looked",3197
"due",3192
"aw",3189
"shopping",3187
"mark",3182
"lord",3173
"boyfriend",3169
"law",3157
"pictures",3155
"easter",3154
"l",3153
"coach",3148
"child",3146
"longer",3141
"pain",3140
"extra",3136
"basketball",3135
"youtube",3132
"headed",3119
"mother's",3113
"choice",3103
"church",3100
"em",3092
"players",3091
"nobody",3082
"kick",3079
"low",3073
"rip",3068
"texas",3067
"type",3064
"jealous",3062
"calling",3057
"lovely",3057
"pics",3057
"planning",3050
"cat",3049
"personal",3046
"issue",3045
"computer",3041
"hungry",3038
"singing",3034
"energy",3020
"smart",3020
"quick",3015
"fair",3011
"york",3009
"spot",3007
"box",3004
"field",3004
"four",3003
"13",3000
"celebrate",2997
"artist",2996
"double",2993
"fresh",2993
"lives",2989
"holy",2986
"worry",2982
"sit",2981
"de",2979
"attention",2978
"drop",2973
"stage",2972
"joke",2970
"slow",2969
"apparently",2964
"brown",2960
"throw",2956
"tuned",2955
"teacher",2954
"40",2952
"figure",2946
"dr",2943
"mobile",2943
"board",2940
"release",2938
"btw",2937
"hearing",2935
"non",2935
"16",2934
"meant",2934
"liked",2930
"style",2929
"race",2928
"seattle",2928
"um",2926
"24",2924
"cake",2924
"til",2920
"putting",2919
"action",2916
"officially",2914
"sir",2903
"create",2897
"tech",2897
"president",2893
"king",2889
"mike",2888
"poor",2886
"learned",2885
"cream",2884
"shop",2884
"asking",2883
"problems",2883
"clean",2873
"respect",2871
"sing",2867
"human",2866
"posted",2858
"delicious",2857
"research",2850
"dark",2845
"didnt",2844
"quote",2844
"changed",2841
"paul",2841
"dress",2829
"hm",2827
"leaving",2827
"key",2826
"worse",2822
"age",2818
"downtown",2818
"north",2817
"tough",2810
"advice",2808
"piece",2808
"18",2806
"telling",2805
"study",2804
"bowl",2802
"hilarious",2799
"alright",2798
"events",2794
"based",2793
"david",2793
"performance",2792
"lie",2786
"truly",2781
"ahead",2776
"boo",2773
"drunk",2771
"spent",2768
"content",2766
"tea",2766
"woke",2766
"milwaukee",2765
"system",2765
"issues",2764
"buddy",2761
"random",2759
"chat",2758
"warm",2755
"control",2753
"biggest",2752
"crap",2736
"14",2730
"digital",2730
"five",2730
"agreed",2729
"apple",2728
"goodnight",2726
"swear",2726
"gives",2713
"james",2713
"videos",2713
"aint",2712
"gorgeous",2710
"grow",2709
"roll",2707
"unless",2707
"bitches",2706
"florida",2706
"wins",2705
"east",2703
"3rd",2699
"level",2692
"excellent",2690
"photos",2689
"shoes",2688
"education",2687
"ticket",2686
"daily",2683
"imagine",2681
"cup",2680
"wedding",2680
"earth",2677
"entire",2677
"00",2675
"v",2675
"train",2662
"major",2657
"thru",2656
"cc",2655
"difference",2654
"taken",2654
"dick",2648
"21",2643
"workout",2641
"network",2639
"nba",2637
"anyway",2636
"lakers",2632
"stuck",2628
"count",2624
"nfl",2624
"official",2624
"thinks",2623
"you'd",2621
"likes",2616
"brand",2615
"expect",2612
"across",2611
"broke",2610
"july",2605
"focus",2604
"helping",2604
"supposed",2599
"update",2595
"dumb",2593
"felt",2593
"positive",2593
"4th",2592
"commercial",2591
"soul",2591
"drinks",2586
"price",2582
"fake",2578
"annoying",2575
"usually",2575
"teams",2574
"code",2571
"calls",2565
"deep",2558
"happening",2558
"relationship",2558
"ugly",2553
"wondering",2553
"ipad",2544
"talent",2540
"note",2534
"color",2530
"worked",2530
"offer",2526
"fear",2516
"don",2515
"speaking",2515
"mouth",2513
"turned",2507
"ways",2505
"completely",2502
"yall",2501
"aww",2500
"complete",2496
"nap",2496
"hall",2490
"sell",2488
"brain",2487
"greatest",2487
"traffic",2485
"blessed",2477
"paid",2471
"mail",2467
"press",2465
"draft",2464
"winner",2463
"pop",2461
"soo",2461
"flight",2458
"asleep",2457
"conversation",2456
"houston",2454
"table",2451
"classes",2446
"lmfao",2438
"michael",2438
"hanging",2435
"born",2431
"choose",2431
"died",2429
"hotel",2424
"notice",2424
"joe",2420
"career",2419
"secret",2416
"boring",2408
"anybody",2407
"goin",2399
"version",2398
"information",2394
"yr",2393
"terrible",2391
"realized",2387
"pants",2385
"steve",2384
"points",2382
"yup",2381
"bag",2380
"except",2380
"taste",2378
"crew",2371
"uh",2371
"pleasure",2367
"fly",2365
"healthy",2355
"report",2355
"floor",2351
"how's",2351
"keeps",2350
"build",2348
"review",2347
"daughter",2339
"diego",2339
"homework",2336
"shouldn't",2336
"search",2330
"dj",2328
"alive",2327
"fix",2327
"travel",2326
"min",2324
"score",2323
"contest",2321
"winter",2319
"loud",2314
"reply",2311
"showing",2309
"huh",2304
"war",2304
"opportunity",2303
"doubt",2301
"begin",2299
"indeed",2299
"ima",2297
"keeping",2296
"bike",2292
"dallas",2292
"literally",2291
"blast",2290
"lately",2290
"brewers",2285
"breaking",2282
"wall",2281
"stories",2280
"caught",2278
"sold",2277
"sleeping",2276
"checking",2275
"denver",2275
"killed",2275
"fam",2272
"scared",2269
"loss",2267
"mix",2267
"nights",2264
"league",2263
"tune",2257
"given",2254
"bday",2253
"tweeted",2245
"return",2237
"festival",2227
"currently",2222
"shower",2219
"reality",2218
"direction",2217
"fail",2217
"mood",2214
"clear",2211
"closed",2211
"profile",2211
"reach",2210
"station",2208
"deserve",2206
"happiness",2202
"promise",2201
"smell",2200
"killing",2197
"wild",2192
"quality",2190
"staff",2189
"finals",2185
"vacation",2179
"bye",2175
"schedule",2175
"17",2174
"fit",2174
"nope",2174
"simple",2174
"wont",2168
"creative",2167
"signed",2165
"bunch",2163
"feet",2163
"freaking",2163
"luv",2162
"process",2160
"dogs",2157
"per",2156
"dancing",2155
"trouble",2152
"present",2151
"pro",2150
"teach",2150
"broken",2149
"kiss",2149
"decided",2147
"fish",2145
"brought",2142
"updates",2142
"finding",2141
"members",2139
"sending",2137
"treat",2135
"thanksgiving",2133
"award",2124
"moms",2123
"english",2121
"h",2121
"places",2120
"tips",2117
"uk",2116
"def",2115
"bc",2113
"incredible",2109
"shoutout",2109
"niggas",2103
"sales",2103
"bless",2098
"pre",2098
"jazz",2097
"feed",2093
"earlier",2085
"fashion",2084
"magic",2084
"value",2084
"credit",2081
"wishing",2081
"beyond",2080
"somewhere",2078
"police",2075
"crying",2074
"handle",2074
"spread",2074
"museum",2073
"hurts",2070
"screen",2070
"tom",2066
"beauty",2061
"channel",2059
"restaurant",2059
"cheers",2057
"view",2057
"ate",2052
"jersey",2049
"shots",2048
"shooting",2045
"address",2041
"rich",2039
"pull",2038
"george",2037
"challenge",2035
"honestly",2034
"presentation",2033
"passed",2030
"cats",2028
"copy",2025
"surprised",2025
"services",2023
"afraid",2022
"miles",2021
"boss",2018
"ryan",2018
"successful",2017
"artists",2016
"clothes",2015
"match",2015
"stars",2014
"here's",2013
"spending",2010
"within",2010
"kidding",2007
"shall",2007
"cards",1997
"blood",1991
"county",1989
"gold",1988
"pack",1988
"easier",1987
"trade",1986
"block",1984
"suggestions",1981
"romney",1980
"matt",1977
"named",1977
"washington",1975
"latest",1974
"dirty",1972
"customer",1971
"marriage",1969
"dat",1968
"booth",1966
"product",1966
"alot",1961
"cd",1961
"classic",1960
"access",1959
"twice",1958
"gas",1956
"smoke",1956
"buying",1955
"teaching",1954
"bieber",1953
"playoffs",1950
"portland",1944
"faith",1943
"crowd",1940
"model",1939
"bay",1937
"judge",1936
"horrible",1932
"connect",1931
"technology",1929
"knowing",1927
"results",1925
"tax",1924
"avengers",1920
"mess",1916
"acting",1912
"title",1912
"including",1911
"ran",1910
"themselves",1910
"org",1909
"glass",1907
"99",1906
"golf",1906
"woo",1906
"everywhere",1905
"plz",1904
"ed",1903
"pool",1903
"q",1903
"court",1901
"honor",1901
"trending",1899
"inspiration",1895
"awake",1892
"baltimore",1892
"it'll",1892
"staying",1891
"known",1890
"weight",1888
"jack",1887
"science",1885
"stick",1881
"usa",1879
"beginning",1876
"panel",1876
"picked",1876
"grand",1875
"scary",1872
"changes",1871
"follower",1869
"atlanta",1867
"babe",1867
"thankful",1866
"airport",1863
"fell",1862
"7pm",1861
"fabulous",1860
"chill",1859
"continue",1859
"cost",1859
"teachers",1859
"original",1853
"mac",1851
"asap",1849
"guest",1849
"campaign",1845
"current",1844
"laughing",1843
"period",1841
"hill",1840
"decision",1839
"ive",1835
"pray",1835
"ad",1834
"instagram",1834
"tonight's",1832
"losing",1830
"merry",1830
"yum",1828
"sometime",1825
"response",1823
"2010",1820
"45",1820
"bringing",1818
"hahah",1818
"al",1817
"id",1816
"member",1816
"third",1814
"university",1810
"french",1809
"products",1809
"bacon",1808
"moved",1807
"quit",1807
"wat",1807
"beats",1806
"main",1806
"schools",1806
"row",1805
"butt",1803
"mall",1801
"scene",1801
"joy",1799
"married",1798
"total",1798
"wrote",1797
"famous",1796
"form",1796
"helps",1794
"hunger",1793
"jump",1789
"philly",1789
"character",1788
"talked",1788
"industry",1786
"prom",1784
"epic",1783
"surprise",1781
"whether",1780
"peeps",1779
"lazy",1778
"added",1777
"tix",1775
"39",1774
"fox",1774
"cleaning",1772
"comment",1772
"bigger",1771
"goals",1766
"33",1765
"mama",1764
"decide",1762
"rose",1759
"hop",1757
"blow",1753
"lights",1751
"role",1750
"cash",1748
"consider",1746
"normal",1746
"soccer",1745
"8pm",1744
"coast",1743
"cross",1742
"cancer",1740
"pink",1739
"bottle",1738
"grade",1737
"500",1736
"projects",1735
"drama",1734
"plays",1734
"hmm",1732
"moon",1731
"swag",1731
"perhaps",1728
"window",1728
"common",1727
"holding",1726
"term",1726
"rule",1724
"xoxo",1720
"ends",1719
"math",1718
"size",1718
"stopped",1718
"tree",1717
"dying",1715
"22",1711
"gettin",1708
"hockey",1705
"sunny",1702
"bulls",1701
"receive",1701
"likely",1700
"annual",1699
"fav",1699
"rules",1699
"hitting",1698
"truck",1698
"husband",1696
"none",1694
"orange",1693
"wisconsin",1693
"biz",1690
"defense",1689
"launch",1689
"noon",1687
"19",1686
"location",1686
"shirts",1685
"anytime",1682
"ex",1682
"talented",1680
"we'd",1680
"camp",1678
"heads",1678
"camera",1677
"obviously",1675
"fingers",1674
"blame",1673
"imma",1670
"cookies",1668
"madison",1668
"client",1667
"ground",1663
"smith",1663
"campus",1661
"girlfriend",1661
"knowledge",1661
"hip",1659
"turns",1659
"feature",1658
"letting",1657
"opinion",1656
"general",1654
"growing",1653
"giants",1652
"midnight",1652
"checked",1651
"fuckin",1647
"holidays",1645
"fighting",1643
"pissed",1643
"discussion",1641
"ca",1640
"names",1640
"parking",1638
"whenever",1638
"corner",1637
"begins",1635
"changing",1635
"private",1634
"wishes",1634
"grab",1631
"apps",1629
"kobe",1629
"garden",1627
"waste",1627
"follows",1626
"tim",1626
"noticed",1625
"excuse",1624
"higher",1624
"falling",1623
"nah",1623
"natural",1623
"awards",1622
"recommend",1618
"confused",1615
"dang",1614
"california",1611
"alex",1609
"homie",1606
"ms",1606
"selling",1606
"large",1605
"simply",1603
"himself",1601
"runs",1601
"xo",1598
"scott",1597
"halloween",1596
"hits",1595
"skills",1594
"ten",1594
"ohio",1593
"six",1591
"fill",1590
"former",1589
"yoga",1589
"closer",1588
"customers",1587
"sigh",1587
"amen",1586
"bands",1586
"inspired",1586
"related",1585
"bank",1584
"taylor",1583
"ring",1582
"standing",1582
"correct",1578
"harry",1578
"jim",1578
"60",1577
"gotten",1576
"awww",1574
"invite",1574
"jus",1574
"nick",1573
"celebrating",1572
"productive",1572
"quiet",1572
"arts",1571
"feelings",1571
"older",1570
"lame",1569
"certain",1568
"storm",1566
"button",1565
"involved",1563
"regular",1563
"battle",1561
"comments",1560
"spam",1560
"lake",1559
"chick",1558
"outta",1558
"explain",1557
"clients",1556
"position",1556
"yrs",1553
"jones",1551
"itunes",1550
"bob",1549
"click",1549
"walked",1547
"clearly",1546
"plane",1546
"language",1545
"kitchen",1544
"hosting",1542
"spanish",1542
"youth",1542
"tebow",1541
"upcoming",1539
"jam",1538
"memories",1537
"spirit",1533
"degrees",1531
"marathon",1530
"thunder",1530
"written",1527
"mostly",1526
"ridiculous",1526
"jackson",1523
"situation",1522
"anywhere",1520
"land",1520
"30pm",1519
"speech",1518
"hahahaha",1517
"hollywood",1516
"graduation",1515
"audience",1511
"shame",1510
"23",1508
"awful",1508
"machine",1507
"sf",1506
"states",1505
"topic",1504
"status",1501
"posting",1500
"received",1500
"comedy",1499
"ma",1497
"'em",1494
"diet",1494
"leadership",1494
"hasn't",1493
"anniversary",1492
"fellow",1491
"nite",1491
"semester",1491
"interest",1490
"they'll",1490
"bird",1489
"hat",1489
"rangers",1489
"candy",1488
"josh",1488
"upset",1488
"central",1487
"5th",1486
"father",1486
"flying",1486
"host",1486
"dope",1485
"packers",1485
"feedback",1482
"skin",1482
"cousin",1481
"tag",1480
"sky",1478
"island",1474
"production",1473
"although",1472
"balls",1470
"wings",1470
"nd",1469
"bottom",1468
"legs",1468
"lies",1468
"several",1468
"author",1466
"download",1466
"senior",1466
"cheap",1465
"female",1463
"professional",1463
"robert",1463
"created",1461
"performing",1460
"specials",1459
"tells",1458
"200",1457
"90",1457
"filled",1457
"difficult",1454
"recording",1454
"seat",1453
"detroit",1452
"lack",1452
"magazine",1451
"rush",1451
"cooking",1450
"pair",1450
"print",1447
"cast",1445
"international",1438
"kno",1438
"upon",1437
"santa",1436
"appreciated",1435
"catching",1435
"sis",1435
"square",1432
"honey",1431
"lebron",1431
"admit",1430
"direct",1430
"he'll",1430
"force",1428
"bucks",1427
"honest",1427
"guitar",1426
"mission",1426
"ray",1426
"seconds",1426
"waking",1426
"wind",1425
"martin",1424
"avoid",1422
"burger",1422
"numbers",1422
"menu",1421
"goodness",1419
"attending",1418
"culture",1418
"desk",1417
"doesnt",1416
"fest",1416
"thomas",1416
"push",1414
"recently",1414
"shake",1413
"tryna",1413
"__",1412
"doin",1411
"fucked",1410
"theater",1409
"where's",1409
"impossible",1407
"ipod",1407
"lived",1407
"soup",1407
"posts",1406
"miller",1405
"raise",1403
"exercise",1402
"helped",1402
"paying",1402
"sandwich",1402
"strange",1402
"taco",1402
"curious",1401
"heaven",1401
"brings",1399
"cars",1398
"cleveland",1398
"idol",1398
"workshop",1398
"espn",1396
"hospital",1396
"kevin",1396
"starbucks",1396
"plenty",1393
"sugar",1393
"windows",1393
"mi",1392
"fool",1391
"ben",1390
"heck",1390
"purchase",1390
"lounge",1389
"salad",1389
"cook",1388
"bright",1387
"silly",1387
"whoa",1387
"trend",1385
"attack",1384
"gop",1383
"turning",1383
"milk",1382
"rocks",1382
"yummy",1382
"harder",1381
"oil",1381
"rights",1381
"solid",1381
